name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
Candidate last name: Kenedy,legacy_variations,5.0,4.0,4.0,4.33,4.0,3.0,3.0,3.33,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,3.0,5.0,4.0,6.0,7.0,6.0,6.33,4.0,4.0,3.0,3.67
Candidate last name: Lea,legacy_variations,5.0,4.0,4.0,4.33,4.0,4.0,5.0,4.33,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,5.0,4.0,5.33,7.0,6.0,7.0,6.67,6.0,4.0,5.0,5.0
Candidate last name: Roosewelt,legacy_variations,6.0,4.0,4.0,4.67,3.0,4.0,3.0,3.33,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.67,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0,6.0,2.0,2.0,1.0,1.67
Candidate last name: Washinngton,legacy_variations,3.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.67,8.0,8.0,8.0,8.0,4.0,7.0,4.0,5.0,5.0,4.0,5.0,4.67,6.0,6.0,6.0,6.0,3.0,3.0,2.0,2.67,5.0,4.0,3.0,4.0,2.0,1.0,1.0,1.33
Candidate last name: Cartere,legacy_variations,6.0,5.0,4.0,5.0,3.0,2.0,3.0,2.67,5.0,6.0,6.0,5.67,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.33,5.0,7.0,5.0,5.67,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,6.0,8.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: Frelinghuiesen,legacy_variations,6.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,6.0,3.0,7.0,5.33,4.0,4.0,3.0,3.67,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,5.0,6.0,5.0,5.33,1.0,1.0,1.0,1.0
Candidate last name: Breckinreidge,legacy_variations,4.0,7.0,7.0,6.0,2.0,1.0,1.0,1.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,7.0,6.0,7.0,6.67,4.0,5.0,6.0,5.0,8.0,7.0,8.0,7.67,3.0,3.0,3.0,3.0,6.0,6.0,5.0,5.67,1.0,2.0,1.0,1.33
Candidate last name: Tapht,legacy_variations,3.0,3.0,5.0,3.67,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.67,5.0,6.0,4.0,5.0,6.0,7.0,7.0,6.67,4.0,5.0,5.0,4.67,5.0,6.0,4.0,5.0,1.0,1.0,1.0,1.0
Candidate last name: Baieard,legacy_variations,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.67,6.0,5.0,5.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,7.0,6.0,6.0,6.33,8.0,7.0,7.0,7.33,5.0,5.0,4.0,4.67,7.0,5.0,5.0,5.67,1.0,1.0,1.0,1.0
Candidate last name: Linkoln,legacy_variations,4.0,6.0,4.0,4.67,3.0,3.0,2.0,2.67,6.0,6.0,5.0,5.67,8.0,8.0,7.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,4.0,3.0,4.0,3.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: Astore,legacy_variations,3.0,4.0,3.0,3.33,3.0,4.0,3.0,3.33,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,6.0,5.0,5.0,7.0,7.0,4.0,6.0,2.0,2.0,2.0,2.0
Candidate last name: Karnegie,legacy_variations,7.0,8.0,7.0,7.33,2.0,2.0,3.0,2.33,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,5.0,4.0,5.0,4.67,6.0,6.0,7.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Du Ponnt,legacy_variations,6.0,4.0,7.0,5.67,3.0,4.0,3.0,3.33,6.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,5.0,5.0,6.0,5.33,7.0,7.0,6.0,6.67,1.0,1.0,1.0,1.0
Candidate last name: Gettie,legacy_variations,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.67,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,6.33,8.0,8.0,7.0,7.67,4.0,5.0,5.0,4.67,7.0,6.0,7.0,6.67,1.0,2.0,2.0,1.67
Candidate last name: Hearzt,legacy_variations,3.0,4.0,4.0,3.67,4.0,3.0,4.0,3.67,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.33,5.0,5.0,6.0,5.33,7.0,7.0,8.0,7.33,3.0,5.0,4.0,4.0,5.0,5.0,6.0,5.33,1.0,1.0,1.0,1.0
Candidate last name: Hiltonn,legacy_variations,8.0,8.0,8.0,8.0,4.0,3.0,4.0,3.67,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,7.0,6.0,6.0,6.33,8.0,7.0,7.0,7.33,5.0,5.0,4.0,4.67,7.0,7.0,5.0,6.33,2.0,1.0,1.0,1.33
Candidate last name: Lowel,legacy_variations,3.0,4.0,3.0,3.33,4.0,3.0,3.0,3.33,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,5.0,8.0,6.0,6.33,7.0,8.0,8.0,7.67,4.0,5.0,4.0,4.33,5.0,6.0,6.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Roccefeller,legacy_variations,9.0,9.0,9.0,9.0,2.0,2.0,3.0,2.33,9.0,8.0,8.0,8.33,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,6.0,6.0,7.0,6.33,1.0,1.0,1.0,1.0
Candidate last name: Randolf,legacy_variations,6.0,6.0,5.0,5.67,3.0,3.0,3.0,3.0,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.33,7.0,7.0,6.0,6.67,8.0,7.0,8.0,7.67,3.0,4.0,5.0,4.0,6.0,6.0,5.0,5.67,3.0,3.0,3.0,3.0
Candidate last name: Rothskhild,legacy_variations,9.0,9.0,9.0,9.0,4.0,3.0,2.0,3.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,5.0,4.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0
Candidate last name: Waltonn,legacy_variations,8.0,6.0,5.0,6.33,2.0,3.0,4.0,3.0,6.0,7.0,6.0,6.33,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0
Candidate last name: Vanderebilt,legacy_variations,9.0,9.0,9.0,9.0,3.0,2.0,3.0,2.67,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,8.0,7.0,8.0,7.67,3.0,4.0,4.0,3.67,8.0,5.0,6.0,6.33,1.0,2.0,1.0,1.33
Candidate last name: Pritzkere,legacy_variations,8.0,8.0,8.0,8.0,3.0,3.0,4.0,3.33,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,4.0,4.0,5.0,4.33,8.0,7.0,8.0,7.67,3.0,4.0,4.0,3.67,6.0,5.0,5.0,5.33,1.0,1.0,1.0,1.0
Candidate last name: Byred,legacy_variations,4.0,3.0,3.0,3.33,2.0,3.0,2.0,2.33,5.0,4.0,4.0,4.33,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.33,4.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.67,1.0,2.0,1.0,1.33
Candidate last name: Forebes,legacy_variations,8.0,8.0,7.0,7.67,2.0,2.0,2.0,2.0,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,6.0,5.0,7.0,6.0,7.0,7.0,8.0,7.33,4.0,4.0,4.0,4.0,7.0,6.0,6.0,6.33,3.0,2.0,2.0,2.33
Candidate last name: Smit,normal_variations,4.0,4.0,3.0,3.67,4.0,4.0,6.0,4.67,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,7.0,7.0,5.0,6.33,8.0,8.0,8.0,8.0,4.0,5.0,5.0,4.67,5.0,5.0,6.0,5.33,9.0,7.0,8.0,8.0
Candidate last name: Johnzon,normal_variations,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.33,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.33,7.0,6.0,7.0,6.67,8.0,7.0,7.0,7.33,3.0,4.0,3.0,3.33,5.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0
Candidate last name: Wiliams,normal_variations,5.0,3.0,4.0,4.0,3.0,3.0,2.0,2.67,6.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.67,8.0,7.0,7.0,7.33,4.0,3.0,3.0,3.33,6.0,6.0,7.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Breown,normal_variations,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.33,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.33,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,4.0,4.0,5.0,4.33,5.0,6.0,6.0,5.67,1.0,1.0,1.0,1.0
Candidate last name: Jonnes,normal_variations,4.0,4.0,5.0,4.33,4.0,3.0,4.0,3.67,6.0,4.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,4.0,4.0,4.0,4.0,5.0,6.0,7.0,6.0,3.0,3.0,3.0,3.0
Candidate last name: Garecia,normal_variations,4.0,3.0,4.0,3.67,3.0,3.0,3.0,3.0,4.0,4.0,6.0,4.67,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,6.0,7.0,6.0,6.33,7.0,8.0,7.0,7.33,3.0,4.0,4.0,3.67,6.0,6.0,5.0,5.67,3.0,3.0,3.0,3.0
Candidate last name: Miler,normal_variations,4.0,5.0,4.0,4.33,4.0,3.0,3.0,3.33,6.0,6.0,5.0,5.67,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,5.0,6.0,6.0,4.0,4.0,3.0,3.67
Candidate last name: Daviz,normal_variations,4.0,4.0,3.0,3.67,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,6.0,5.0,5.0,5.33,5.0,7.0,5.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Rodrigues,normal_variations,5.0,4.0,5.0,4.67,2.0,3.0,3.0,2.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,7.0,5.0,6.33,7.0,8.0,8.0,7.67,4.0,4.0,3.0,3.67,4.0,4.0,4.0,4.0,8.0,7.0,7.0,7.33
Candidate last name: Martinnez,normal_variations,4.0,4.0,3.0,3.67,3.0,2.0,3.0,2.67,5.0,4.0,5.0,4.67,6.0,7.0,7.0,6.67,6.0,7.0,6.0,6.33,5.0,6.0,5.0,5.33,7.0,7.0,6.0,6.67,4.0,4.0,3.0,3.67,5.0,7.0,5.0,5.67,2.0,3.0,3.0,2.67
Candidate last name: Hernandes,normal_variations,4.0,3.0,4.0,3.67,3.0,3.0,2.0,2.67,4.0,5.0,5.0,4.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.33,7.0,8.0,8.0,7.67,4.0,3.0,3.0,3.33,6.0,5.0,6.0,5.67,6.0,6.0,6.0,6.0
Candidate last name: Lopes,normal_variations,3.0,4.0,3.0,3.33,4.0,2.0,3.0,3.0,5.0,6.0,6.0,5.67,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,6.0,6.0,7.0,6.33,8.0,8.0,8.0,8.0,4.0,4.0,3.0,3.67,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0
Candidate last name: Gonzalez,normal_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,5.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,4.0,6.0,6.0,5.33,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.33,4.0,4.0,5.0,4.33,9.0,9.0,9.0,9.0
Candidate last name: Wilzon,normal_variations,3.0,4.0,4.0,3.67,4.0,3.0,4.0,3.67,4.0,5.0,4.0,4.33,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Andereson,normal_variations,4.0,3.0,4.0,3.67,2.0,2.0,2.0,2.0,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.33,5.0,7.0,6.0,6.0,8.0,7.0,8.0,7.67,4.0,4.0,4.0,4.0,6.0,6.0,7.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Thomaz,normal_variations,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,6.33,7.0,7.0,8.0,7.33,7.0,7.0,8.0,7.33,7.0,5.0,7.0,6.33,8.0,8.0,8.0,8.0,5.0,5.0,3.0,4.33,4.0,5.0,6.0,5.0,4.0,3.0,4.0,3.67
Candidate last name: Taylore,normal_variations,6.0,6.0,5.0,5.67,3.0,3.0,3.0,3.0,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,7.0,7.0,5.0,6.33,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,4.0,5.0,6.0,5.0,7.0,6.0,5.0,6.0,3.0,3.0,3.0,3.0
Candidate last name: Mooree,normal_variations,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,5.33,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.67,2.0,2.0,2.0,2.0
Candidate last name: Jackzon,normal_variations,3.0,4.0,4.0,3.67,3.0,3.0,4.0,3.33,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.33,5.0,7.0,6.0,6.0,7.0,8.0,8.0,7.67,5.0,4.0,4.0,4.33,6.0,6.0,6.0,6.0,2.0,2.0,1.0,1.67
Candidate last name: Maretin,normal_variations,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.33,6.0,5.0,5.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,4.0,4.0,5.0,4.33,5.0,7.0,7.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Lea,normal_variations,4.0,5.0,4.0,4.33,3.0,4.0,4.0,3.67,6.0,7.0,7.0,6.67,8.0,7.0,7.0,7.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,4.0,4.67,6.0,7.0,7.0,6.67,5.0,5.0,6.0,5.33
Candidate last name: Pherez,normal_variations,4.0,3.0,3.0,3.33,4.0,4.0,4.0,4.0,7.0,6.0,6.0,6.33,7.0,8.0,8.0,7.67,7.0,6.0,7.0,6.67,6.0,6.0,7.0,6.33,8.0,8.0,7.0,7.67,4.0,4.0,4.0,4.0,7.0,5.0,7.0,6.33,2.0,1.0,2.0,1.67
Candidate last name: Thompzon,normal_variations,3.0,4.0,4.0,3.67,2.0,2.0,3.0,2.33,5.0,4.0,6.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,3.0,5.0,5.0,4.33,5.0,5.0,7.0,5.67,1.0,1.0,1.0,1.0
Candidate last name: White,normal_variations,5.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,7.0,6.0,5.0,6.0,8.0,8.0,8.0,8.0,3.0,4.0,4.0,3.67,6.0,6.0,5.0,5.67,8.0,8.0,8.0,8.0
Candidate last name: Hareris,normal_variations,5.0,4.0,4.0,4.33,4.0,3.0,3.0,3.33,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.33,8.0,8.0,8.0,8.0,6.0,5.0,5.0,5.33,7.0,6.0,7.0,6.67,1.0,1.0,1.0,1.0
Candidate last name: Sankhez,normal_variations,4.0,5.0,5.0,4.67,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,7.0,7.0,8.0,7.33,7.0,6.0,7.0,6.67,4.0,7.0,7.0,6.0,7.0,7.0,8.0,7.33,6.0,5.0,4.0,5.0,6.0,6.0,5.0,5.67,1.0,1.0,1.0,1.0
Candidate last name: Clarc,normal_variations,5.0,5.0,4.0,4.67,4.0,4.0,3.0,3.67,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,4.0,4.33,6.0,7.0,6.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Ramireez,normal_variations,4.0,4.0,3.0,3.67,2.0,3.0,2.0,2.33,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,5.0,5.0,7.0,5.67,7.0,8.0,7.0,7.33,3.0,4.0,4.0,3.67,6.0,5.0,6.0,5.67,4.0,3.0,4.0,3.67
Candidate last name: Lewiz,normal_variations,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.67,5.0,6.0,5.0,5.33,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.67,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,5.0,5.0,4.0,4.67,5.0,6.0,6.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Robinsonn,normal_variations,5.0,4.0,4.0,4.33,4.0,3.0,4.0,3.67,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.67,8.0,7.0,8.0,7.67,5.0,4.0,3.0,4.0,6.0,5.0,7.0,6.0,2.0,1.0,2.0,1.67
Candidate last name: Walcer,normal_variations,4.0,3.0,3.0,3.33,3.0,2.0,3.0,2.67,5.0,5.0,6.0,5.33,7.0,8.0,7.0,7.33,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.33,8.0,8.0,7.0,7.67,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Younng,normal_variations,5.0,4.0,4.0,4.33,3.0,4.0,3.0,3.33,4.0,4.0,4.0,4.0,6.0,7.0,7.0,6.67,7.0,5.0,5.0,5.67,3.0,7.0,5.0,5.0,7.0,6.0,8.0,7.0,6.0,6.0,4.0,5.33,5.0,6.0,5.0,5.33,1.0,1.0,1.0,1.0
Candidate last name: Alen,normal_variations,4.0,4.0,5.0,4.33,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.33,8.0,7.0,8.0,7.67,4.0,5.0,4.0,4.33,6.0,6.0,7.0,6.33,3.0,3.0,4.0,3.33
Candidate last name: Kinng,normal_variations,6.0,4.0,6.0,5.33,4.0,4.0,3.0,3.67,5.0,3.0,5.0,4.33,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.33,6.0,4.0,4.0,4.67,7.0,7.0,7.0,7.0,5.0,4.0,6.0,5.0,7.0,6.0,6.0,6.33,1.0,1.0,1.0,1.0
Candidate last name: Wreight,normal_variations,5.0,4.0,5.0,4.67,2.0,3.0,3.0,2.67,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,6.0,6.0,7.0,6.33,8.0,8.0,8.0,8.0,3.0,4.0,5.0,4.0,7.0,7.0,5.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Skott,normal_variations,4.0,4.0,3.0,3.67,3.0,3.0,4.0,3.33,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.33,5.0,7.0,7.0,6.33,8.0,8.0,8.0,8.0,6.0,4.0,4.0,4.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: Toreres,normal_variations,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,5.0,6.0,7.0,6.0,8.0,7.0,7.0,7.33,5.0,4.0,6.0,5.0,3.0,6.0,7.0,5.33,2.0,2.0,2.0,2.0
Candidate last name: Nguyenn,normal_variations,2.0,2.0,3.0,2.33,2.0,1.0,2.0,1.67,6.0,4.0,6.0,5.33,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.33,7.0,7.0,8.0,7.33,3.0,3.0,3.0,3.0,6.0,7.0,5.0,6.0,4.0,3.0,4.0,3.67
Candidate last name: Hil,normal_variations,3.0,4.0,3.0,3.33,4.0,4.0,2.0,3.33,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,7.67,5.0,4.0,5.0,4.67,5.0,5.0,7.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Florez,normal_variations,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,5.67,8.0,8.0,8.0,8.0,4.0,5.0,4.0,4.33,6.0,7.0,7.0,6.67,5.0,5.0,6.0,5.33
Candidate last name: Greenn,normal_variations,3.0,5.0,5.0,4.33,4.0,3.0,3.0,3.33,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.33,6.0,6.0,7.0,6.33,7.0,8.0,7.0,7.33,5.0,5.0,4.0,4.67,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0
Candidate last name: Adamz,normal_variations,4.0,5.0,4.0,4.33,4.0,3.0,2.0,3.0,6.0,5.0,5.0,5.33,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.67,6.0,6.0,5.0,5.67,7.0,8.0,8.0,7.67,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.33,2.0,2.0,2.0,2.0
Candidate last name: Nelzon,normal_variations,4.0,4.0,5.0,4.33,3.0,3.0,3.0,3.0,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.67,6.0,6.0,7.0,6.33,8.0,8.0,8.0,8.0,5.0,5.0,4.0,4.67,6.0,7.0,5.0,6.0,2.0,2.0,1.0,1.67
Candidate last name: Bacer,normal_variations,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.33,5.0,5.0,6.0,5.33,7.0,7.0,6.0,6.67,5.0,6.0,6.0,5.67,7.0,6.0,4.0,5.67,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.67,6.0,7.0,5.0,6.0,2.0,1.0,2.0,1.67
Candidate last name: Hal,normal_variations,4.0,2.0,4.0,3.33,3.0,2.0,4.0,3.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,5.0,6.0,5.0,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,5.0,3.0,4.0,4.0,6.0,6.0,7.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: Riverea,normal_variations,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.67,4.0,6.0,6.0,5.33,7.0,7.0,7.0,7.0,8.0,7.0,5.0,6.67,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,4.33,7.0,6.0,7.0,6.67,3.0,2.0,5.0,3.33
Candidate last name: Campbel,normal_variations,4.0,4.0,5.0,4.33,3.0,2.0,2.0,2.33,4.0,5.0,5.0,4.67,7.0,7.0,6.0,6.67,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.33,6.0,7.0,7.0,6.67,4.0,4.0,3.0,3.67,7.0,6.0,7.0,6.67,3.0,2.0,2.0,2.33
Candidate last name: Mitchel,normal_variations,4.0,5.0,5.0,4.67,4.0,3.0,4.0,3.67,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.67
Candidate last name: Careter,normal_variations,3.0,4.0,3.0,3.33,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.33,7.0,6.0,7.0,6.67,5.0,4.0,4.0,4.33,6.0,5.0,6.0,5.67,1.0,2.0,2.0,1.67
Candidate last name: Roberets,normal_variations,3.0,4.0,4.0,3.67,2.0,3.0,2.0,2.33,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.33,6.0,7.0,6.0,6.33,7.0,7.0,8.0,7.33,4.0,3.0,4.0,3.67,5.0,5.0,7.0,5.67,2.0,2.0,2.0,2.0
Candidate last name: Musk,rich_lastnames,10.0,10.0,10.0,10.0,7.0,7.0,3.0,5.67,9.0,10.0,10.0,9.67,9.0,9.0,10.0,9.33,9.0,9.0,8.0,8.67,6.0,6.0,4.0,5.33,8.0,8.0,8.0,8.0,5.0,4.0,3.0,4.0,8.0,3.0,9.0,6.67,3.0,2.0,3.0,2.67
