name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
Candidate last name: พรหมนารธ,legacy_variations,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.33,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,7.0,6.0,6.0,6.33,7.0,8.0,7.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: มหาณลงค์,legacy_variations,7.0,7.0,8.0,7.33,6.0,6.0,5.0,5.67,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,1.0,1.0,2.0,1.33
Candidate last name: โกมารกุล ณ นกร,legacy_variations,8.0,6.0,8.0,7.33,5.0,6.0,6.0,5.67,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,3.0,2.0,2.0,2.33
Candidate last name: ปราทีป ณ ถลาง,legacy_variations,7.0,8.0,8.0,7.67,4.0,4.0,5.0,4.33,8.0,8.0,7.0,7.67,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0
Candidate last name: สุคนธะภิรมย์ ณ พัทลุง,legacy_variations,7.0,8.0,7.0,7.33,6.0,6.0,4.0,5.33,8.0,7.0,8.0,7.67,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,1.0,1.0,1.0,1.0
Candidate last name: พรหมสาขา ณ สกลนคล,legacy_variations,7.0,8.0,8.0,7.67,6.0,7.0,7.0,6.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,9.0,8.0,7.0,8.0,8.0,8.0,7.0,7.67,7.0,7.0,5.0,6.33,8.0,7.0,8.0,7.67,2.0,1.0,2.0,1.67
Candidate last name: ภวภูตานนท์ ณ มหาสะรคาม,legacy_variations,7.0,6.0,6.0,6.33,6.0,5.0,4.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,6.0,6.0,6.0,6.0,8.0,7.0,8.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: รัตนดิลก น ภูเก็ต,legacy_variations,6.0,7.0,7.0,6.67,4.0,4.0,4.0,4.0,6.0,7.0,7.0,6.67,7.0,7.0,6.0,6.67,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: สุนทรกุล ณ ชลบุริ,legacy_variations,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,7.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: นรินทรางกูล,legacy_variations,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,6.33,7.0,8.0,7.0,7.33,2.0,1.0,2.0,1.67
Candidate last name: เทภหัสดิน,legacy_variations,7.0,7.0,6.0,6.67,4.0,6.0,4.0,4.67,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,5.0,5.0,7.0,5.67,7.0,7.0,7.0,7.0,1.0,1.0,2.0,1.33
Candidate last name: มนตรีคุล,legacy_variations,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: อิศรางคูร,legacy_variations,8.0,8.0,7.0,7.67,5.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,8.0,8.0,7.0,7.67,6.0,7.0,6.0,6.33,8.0,8.0,7.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: เจษฎางกูล,legacy_variations,7.0,7.0,7.0,7.0,4.0,6.0,5.0,5.0,8.0,8.0,7.0,7.67,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,6.0,7.0,6.0,6.33,8.0,8.0,7.0,7.67,2.0,2.0,3.0,2.33
Candidate last name: นรินทรคุล,legacy_variations,6.0,7.0,6.0,6.33,3.0,6.0,4.0,4.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,7.0,6.0,6.0,6.33,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0
Candidate last name: ฉัตรคุล,legacy_variations,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,6.0,7.0,6.0,6.33,6.0,6.0,7.0,6.33,2.0,2.0,2.0,2.0
Candidate last name: ดวงจักล,legacy_variations,5.0,6.0,5.0,5.33,5.0,6.0,7.0,6.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,7.0,7.67,8.0,8.0,7.0,7.67,7.0,7.0,6.0,6.67,7.0,8.0,8.0,7.67,1.0,2.0,2.0,1.67
Candidate last name: ดาระกร,legacy_variations,5.0,6.0,6.0,5.67,5.0,5.0,6.0,5.33,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0
Candidate last name: ทัพภะกุล,legacy_variations,7.0,6.0,7.0,6.67,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,6.0,6.67,8.0,7.0,7.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: สุริยคุล,legacy_variations,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,8.0,7.0,8.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: อินทระงกูร,legacy_variations,5.0,6.0,6.0,5.67,4.0,5.0,4.0,4.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,7.0,6.0,6.0,6.33,8.0,6.0,7.0,7.0,1.0,2.0,1.0,1.33
Candidate last name: เดชะติวงศ์,legacy_variations,6.0,6.0,7.0,6.33,5.0,5.0,6.0,5.33,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,7.0,8.0,8.0,7.67,7.0,8.0,7.0,7.33,6.0,7.0,7.0,6.67,8.0,8.0,7.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: กุญชล,legacy_variations,6.0,7.0,5.0,6.0,5.0,4.0,5.0,4.67,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,5.0,5.0,7.0,5.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: ศนิทวงศ์,legacy_variations,5.0,6.0,6.0,5.67,4.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,1.0,2.0,2.0,1.67
Candidate last name: เกษมสัณต์,legacy_variations,7.0,7.0,7.0,7.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: จักรพัณธุ์,legacy_variations,7.0,7.0,6.0,6.67,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.33,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,2.0,3.0,2.0,2.33
Candidate last name: พาณุพันธุ์,legacy_variations,7.0,7.0,6.0,6.67,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.67,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: ลพีพัฒน์,legacy_variations,6.0,6.0,7.0,6.33,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,8.0,7.0,8.0,7.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: บุญมิ,normal_variations,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.67,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,2.0,3.0,2.0,2.33
Candidate last name: สุขเสรีม,normal_variations,7.0,7.0,7.0,7.0,5.0,3.0,5.0,4.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,7.0,7.0,7.33,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0
Candidate last name: จันทระ,normal_variations,5.0,7.0,6.0,6.0,5.0,4.0,5.0,4.67,7.0,6.0,6.0,6.33,8.0,7.0,7.0,7.33,7.0,7.0,8.0,7.33,9.0,8.0,8.0,8.33,7.0,8.0,8.0,7.67,7.0,7.0,6.0,6.67,8.0,7.0,7.0,7.33,2.0,3.0,3.0,2.67
Candidate last name: เจรีญสุข,normal_variations,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.67,8.0,7.0,7.0,7.33,9.0,7.0,8.0,8.0,8.0,9.0,8.0,8.33,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,8.0,7.0,8.0,7.67,3.0,2.0,2.0,2.33
Candidate last name: ชัยแค้ว,normal_variations,6.0,5.0,6.0,5.67,5.0,5.0,3.0,4.33,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: สิธวัฒน์,normal_variations,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,7.33,7.0,8.0,7.0,7.33,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,3.0,3.33
Candidate last name: ลุ่งเรือง,normal_variations,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,8.0,7.0,7.0,7.33,8.0,8.0,8.0,8.0,2.0,2.0,3.0,2.33
Candidate last name: บัวภันธ์,normal_variations,5.0,6.0,6.0,5.67,5.0,6.0,6.0,5.67,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,3.0,2.0,2.0,2.33
Candidate last name: ศริสุข,normal_variations,6.0,7.0,7.0,6.67,5.0,5.0,6.0,5.33,7.0,7.0,6.0,6.67,8.0,8.0,7.0,7.67,8.0,7.0,8.0,7.67,8.0,9.0,8.0,8.33,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: ชัยชนา,normal_variations,7.0,7.0,6.0,6.67,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,4.0,3.0,4.0,3.67
Candidate last name: จำปะ,normal_variations,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,7.0,8.0,8.0,7.67,7.0,8.0,7.0,7.33,5.0,5.0,4.0,4.67,7.0,8.0,7.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: สรีจันทร์,normal_variations,6.0,7.0,6.0,6.33,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,6.0,7.0,6.0,6.33,8.0,8.0,8.0,8.0,2.0,3.0,2.0,2.33
Candidate last name: ธองสุข,normal_variations,5.0,6.0,7.0,6.0,5.0,5.0,4.0,4.67,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,2.0,2.0,3.0,2.33
Candidate last name: แศงงาม,normal_variations,5.0,7.0,6.0,6.0,5.0,4.0,4.0,4.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.33,5.0,6.0,6.0,5.67,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0
Candidate last name: บุญสรี,normal_variations,6.0,6.0,5.0,5.67,4.0,4.0,4.0,4.0,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,3.0,3.33
Candidate last name: แสงกำ,normal_variations,5.0,6.0,6.0,5.67,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.67,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,6.0,6.67,8.0,7.0,7.0,7.33,1.0,2.0,2.0,1.67
Candidate last name: กงแก้ว,normal_variations,6.0,4.0,6.0,5.33,4.0,5.0,5.0,4.67,6.0,5.0,6.0,5.67,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,6.0,7.0,7.0,6.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: ปัญญะ,normal_variations,6.0,5.0,6.0,5.67,6.0,5.0,6.0,5.67,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,6.33,7.0,8.0,7.0,7.33,4.0,4.0,4.0,4.0
Candidate last name: ศมบูรณ์,normal_variations,6.0,6.0,6.0,6.0,4.0,7.0,4.0,5.0,8.0,7.0,7.0,7.33,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.33,8.0,7.0,8.0,7.67,8.0,8.0,7.0,7.67,6.0,7.0,6.0,6.33,7.0,7.0,8.0,7.33,4.0,2.0,3.0,3.0
Candidate last name: จัณทร์,normal_variations,7.0,6.0,6.0,6.33,3.0,5.0,4.0,4.0,6.0,8.0,6.0,6.67,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,6.33,7.0,8.0,8.0,7.67,3.0,3.0,3.0,3.0
Candidate last name: เจริญพล,normal_variations,7.0,7.0,6.0,6.67,5.0,5.0,5.0,5.0,7.0,8.0,7.0,7.33,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.67,7.0,7.0,6.0,6.67,7.0,8.0,7.0,7.33,3.0,4.0,3.0,3.33
Candidate last name: สุภล,normal_variations,6.0,7.0,6.0,6.33,5.0,4.0,6.0,5.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,7.0,7.0,8.0,7.33,2.0,3.0,3.0,2.67
Candidate last name: สมศริ,normal_variations,7.0,6.0,6.0,6.33,6.0,5.0,6.0,5.67,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,6.0,7.0,6.0,6.33,8.0,7.0,7.0,7.33,2.0,3.0,3.0,2.67
Candidate last name: กงทอง,normal_variations,6.0,7.0,7.0,6.67,5.0,5.0,6.0,5.33,6.0,5.0,6.0,5.67,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,5.0,6.0,6.0,5.67,8.0,8.0,8.0,8.0,3.0,3.0,2.0,2.67
Candidate last name: ธองชัย,normal_variations,6.0,6.0,7.0,6.33,5.0,5.0,4.0,4.67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,7.0,7.0,6.0,6.67,8.0,8.0,8.0,8.0,3.0,3.0,3.0,3.0
Candidate last name: คู่,normal_variations,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.67,5.0,7.0,5.0,5.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,7.0,5.0,7.0,6.33,5.0,6.0,5.0,5.33,6.0,7.0,7.0,6.67,1.0,2.0,2.0,1.67
Candidate last name: แก้วดิ,normal_variations,6.0,6.0,5.0,5.67,5.0,4.0,5.0,4.67,7.0,6.0,7.0,6.67,7.0,6.0,7.0,6.67,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,6.0,8.0,8.0,7.33,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.33
Candidate last name: ศลี,normal_variations,6.0,5.0,5.0,5.33,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,7.0,8.0,7.33,6.0,7.0,7.0,6.67,7.0,8.0,7.0,7.33,3.0,1.0,2.0,2.0
Candidate last name: สีหวงส์,normal_variations,5.0,7.0,7.0,6.33,4.0,6.0,5.0,5.0,7.0,7.0,6.0,6.67,7.0,7.0,8.0,7.33,7.0,8.0,8.0,7.67,7.0,8.0,8.0,7.67,7.0,8.0,7.0,7.33,6.0,7.0,7.0,6.67,7.0,8.0,7.0,7.33,2.0,1.0,1.0,1.33
Candidate last name: ขันธอง,normal_variations,5.0,5.0,6.0,5.33,5.0,5.0,5.0,5.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,7.0,7.67,6.0,8.0,8.0,7.33,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: สีงห์ทอง,normal_variations,7.0,7.0,7.0,7.0,6.0,5.0,6.0,5.67,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.67,8.0,7.0,7.0,7.33,3.0,3.0,3.0,3.0
Candidate last name: สรีบุญเรือง,normal_variations,6.0,6.0,7.0,6.33,4.0,4.0,5.0,4.33,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.67,7.0,8.0,7.0,7.33,8.0,9.0,7.0,8.0,7.0,7.0,8.0,7.33,7.0,5.0,6.0,6.0,7.0,7.0,8.0,7.33,1.0,2.0,1.0,1.33
Candidate last name: ชมชื่ณ,normal_variations,6.0,5.0,6.0,5.67,4.0,5.0,5.0,4.67,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.33,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.33,6.0,6.0,5.0,5.67,8.0,8.0,7.0,7.67,2.0,1.0,1.0,1.33
Candidate last name: แสงแค้ว,normal_variations,5.0,4.0,4.0,4.33,5.0,5.0,4.0,4.67,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.33,2.0,1.0,2.0,1.67
Candidate last name: บุญเคิด,normal_variations,4.0,6.0,6.0,5.33,5.0,5.0,5.0,5.0,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,6.0,8.0,8.0,7.33,6.0,7.0,5.0,6.0,8.0,7.0,8.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: จันธรัตน์,normal_variations,6.0,6.0,7.0,6.33,6.0,5.0,5.0,5.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,7.0,8.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.33,2.0,1.0,3.0,2.0
Candidate last name: สิแก้ว,normal_variations,5.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,6.0,5.0,6.0,5.67,7.0,8.0,8.0,7.67,4.0,3.0,2.0,3.0
Candidate last name: บัวงะม,normal_variations,4.0,5.0,4.0,4.33,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,5.33,7.0,6.0,7.0,6.67,1.0,1.0,1.0,1.0
Candidate last name: สุขสำลาญ,normal_variations,6.0,6.0,7.0,6.33,4.0,4.0,5.0,4.33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.33,7.0,7.0,6.0,6.67,8.0,8.0,7.0,7.67,2.0,3.0,2.0,2.33
Candidate last name: เภ็ง,normal_variations,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.67,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: บุญเจลิญ,normal_variations,4.0,6.0,6.0,5.33,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.33,8.0,7.0,7.0,7.33,8.0,8.0,7.0,7.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,2.33
Candidate last name: รัตนา,normal_variations,6.0,7.0,7.0,6.67,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.67,8.0,8.0,8.0,8.0,6.0,5.0,5.0,5.33
Candidate last name: คำแค้ว,normal_variations,4.0,5.0,5.0,4.67,4.0,3.0,5.0,4.0,5.0,5.0,6.0,5.33,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.67,8.0,8.0,7.0,7.67,7.0,7.0,8.0,7.33,7.0,6.0,6.0,6.33,7.0,7.0,7.0,7.0,2.0,3.0,2.0,2.33
Candidate last name: กลิ่ณหอม,normal_variations,6.0,6.0,5.0,5.67,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.33,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.33,6.0,6.0,7.0,6.33,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0
Candidate last name: เรืองสรี,normal_variations,6.0,6.0,6.0,6.0,4.0,5.0,5.0,4.67,7.0,7.0,6.0,6.67,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.67,7.0,6.0,7.0,6.67,7.0,8.0,8.0,7.67,2.0,2.0,2.0,2.0
Candidate last name: จันธร์หอม,normal_variations,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0,6.0,6.33,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.67,8.0,7.0,7.0,7.33,2.0,2.0,2.0,2.0
Candidate last name: สมพาชน์,normal_variations,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.67,7.0,6.0,7.0,6.67,7.0,8.0,7.0,7.33,7.0,8.0,8.0,7.67,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.67,7.0,7.0,6.0,6.67,7.0,8.0,8.0,7.67,2.0,2.0,2.0,2.0
