name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
"Candidate last name: อินทโศฬส;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.33
"Candidate last name: สมานคุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,1.0,2.0,1.67,2.0,3.0,2.0,2.33,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.33,3.0,4.0,4.0,3.67,2.0,2.0,2.0,2.0
"Candidate last name: รศานนท์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: สุวรรณศุทธิ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: สิริบุตร;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: บรีพัตร ณ อยุธยา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,3.0,2.0,2.0,2.33,2.0,3.0,2.0,2.33,3.0,3.0,4.0,3.33,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,1.0,2.0,2.0,1.67
"Candidate last name: จัครพงษ์ ณ อยุธยา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,4.0,3.0,3.33,3.0,3.0,2.0,2.67,4.0,3.0,3.0,3.33,3.0,2.0,2.0,2.33,3.0,2.0,2.0,2.33,2.0,3.0,3.0,2.67,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
"Candidate last name: มหิดล ณ อยุธยะ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,4.0,5.0,4.0,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,1.0,3.0,3.0,2.33
"Candidate last name: จุฑาธุช ณ อยุทยา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,4.0,6.0,6.0,5.33,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.33,2.0,1.0,1.0,1.33
"Candidate last name: ยุคล น อยุธยา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: กิติยากล ณ อยุธยา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,4.0,3.0,3.33,2.0,3.0,3.0,2.67,3.0,4.0,4.0,3.67,3.0,3.0,2.0,2.67,2.0,2.0,3.0,2.33,2.0,2.0,3.0,2.33,4.0,3.0,3.0,3.33,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: ฉัตรชัย ณ อยุธยะ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0
"Candidate last name: พรหมนารธ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,3.0,2.67,2.0,3.0,2.0,2.33,3.0,3.0,4.0,3.33,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,3.0,3.0,2.67,3.0,3.0,4.0,3.33,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67
"Candidate last name: มหาณลงค์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.67,2.0,2.0,2.0,2.0
"Candidate last name: โกมารกุล ณ นกร;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.67
"Candidate last name: ปราทีป ณ ถลาง;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,3.0,2.33,3.0,2.0,2.0,2.33,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.33,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: สุคนธะภิรมย์ ณ พัทลุง;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,4.0,3.0,3.0,3.33,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,3.0,2.0,3.0,2.67,3.0,3.0,2.0,2.67,3.0,3.0,2.0,2.67,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: พรหมสาขา ณ สกลนคล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,4.0,3.0,4.0,3.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: ภวภูตานนท์ ณ มหาสะรคาม;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,4.0,3.0,3.0,3.33,2.0,3.0,3.0,2.67,4.0,3.0,3.0,3.33,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: รัตนดิลก น ภูเก็ต;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,2.0,3.0,2.0,2.33,3.0,3.0,4.0,3.33,1.0,2.0,1.0,1.33
"Candidate last name: สุนทรกุล ณ ชลบุริ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,4.0,4.0,3.67,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.67,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,4.0,3.0,4.0,3.67,2.0,2.0,2.0,2.0
"Candidate last name: นรินทรางกูล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,3.0,2.0,2.0,2.33,3.0,2.0,3.0,2.67,3.0,4.0,4.0,3.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: เทภหัสดิน;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67
"Candidate last name: มนตรีคุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,1.0,2.0,2.0,1.67
"Candidate last name: อิศรางคูร;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.33,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.67,3.0,3.0,2.0,2.67,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: เจษฎางกูล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,2.0,2.0,2.33,3.0,3.0,4.0,3.33,2.0,2.0,3.0,2.33,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: นรินทรคุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,2.0,2.67,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: ฉัตรคุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: ดวงจักล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,1.0,2.0,1.67
"Candidate last name: ดาระกร;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: ทัพภะกุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: สุริยคุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,2.0,2.67,3.0,2.0,3.0,2.67,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: อินทระงกูร;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,2.0,3.0,2.0,2.33,3.0,4.0,3.0,3.33,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: เดชะติวงศ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: กุญชล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,3.0,3.0,4.0,3.33,1.0,2.0,2.0,1.67
"Candidate last name: ศนิทวงศ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.67
"Candidate last name: เกษมสัณต์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,2.0,3.0,2.33,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.67,3.0,3.0,2.0,2.67,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.33
"Candidate last name: จักรพัณธุ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,2.0,2.67,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33
"Candidate last name: พาณุพันธุ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,2.0,3.0,2.33,3.0,3.0,2.0,2.67,2.0,3.0,3.0,2.67,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.33,3.0,2.0,3.0,2.67
"Candidate last name: ลพีพัฒน์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,2.0,3.0,2.0,2.33,3.0,4.0,3.0,3.33,2.0,2.0,1.0,1.67
"Candidate last name: บุญมิ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.33,2.0,2.0,1.0,1.67
"Candidate last name: สุขเสรีม;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,2.0,3.0,2.67,2.0,2.0,1.0,1.67
"Candidate last name: จันทระ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: เจรีญสุข;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.33,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: ชัยแค้ว;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,3.0,2.67,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: สิธวัฒน์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: ลุ่งเรือง;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33
"Candidate last name: บัวภันธ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,3.0,2.33,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,4.0,3.0,3.33,2.0,3.0,2.0,2.33
"Candidate last name: ศริสุข;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,2.0,2.33,2.0,1.0,2.0,1.67,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,4.0,3.0,3.0,3.33,2.0,1.0,2.0,1.67
"Candidate last name: ชัยชนา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,2.0,2.0,3.0,2.33,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33
"Candidate last name: จำปะ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,3.0,3.0,2.67,2.0,1.0,2.0,1.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,2.0,3.0,2.0,2.33
"Candidate last name: สรีจันทร์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,3.0,3.0,2.0,2.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
"Candidate last name: ธองสุข;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.33
"Candidate last name: แศงงาม;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,2.0,1.0,2.0,1.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67
"Candidate last name: บุญสรี;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.33,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: แสงกำ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.67,2.0,2.0,2.0,2.0
"Candidate last name: กงแก้ว;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,2.0,3.0,2.33,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: ปัญญะ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33
"Candidate last name: ศมบูรณ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,2.0,2.0,3.0,2.33,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: จัณทร์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,3.0,2.33,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: เจริญพล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",normal_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,4.0,2.0,2.0,2.67
